T1,T2,T0,flag,vref,theta,alpha,beta,a,b,c
2.005305985896644e-05,7.956965078983055e-06,2.1989975062050506e-05,0,7.999999999999999,316.0,5.7547184027092095,-5.557266963671976,5.754718402709209,-7.690093567506552,1.935375164797339
2.041241452319315e-05,7.471462268067111e-06,2.2116123208739743e-05,0,7.999999999999998,315.0,5.6568542494923815,-5.656854249492377,5.656854249492381,-7.7274066103125465,2.070552360820162
2.0765551368216595e-05,6.9836835773666354e-06,2.2250765054416773e-05,0,8.0,314.0,5.557266963671978,-5.7547184027092095,5.557266963671977,-7.762365810207972,2.2050988465359946
2.1112362825132857e-05,6.493777588996028e-06,2.2393859585871118e-05,0,7.999999999999997,313.0,5.455986880499987,-5.850829612953362,5.455986880499988,-7.79496051828188,2.3389736377818933
2.145274325181255e-05,6.00189353306518e-06,2.254536321512227e-05,0,8.0,312.0,5.353044850870867,-5.945158603819152,5.353044850870867,-7.825180805870445,2.4721359549995774
2.1786588965080344e-05,5.50818124222251e-06,2.270522979269715e-05,0,8.0,311.0,5.24847223192406,-6.037676641782174,5.248472231924058,-7.853017467581313,2.60454523565725
2.2113798272297948e-05,5.01279110601451e-06,2.2873410621687544e-05,0,8.0,310.0,5.142300877492315,-6.128355544951825,5.142300877492316,-7.878462024097664,2.7361611466053515
2.2434271502340628e-05,4.515874025075618e-06,2.3049854472583756e-05,0,7.999999999999998,309.0,5.034563128398698,-6.217167691655765,5.034563128398699,-7.901506724761101,2.8669435963624026
2.2747911035958036e-05,4.017581365162437e-06,2.323450759887953e-05,0,7.999999999999999,308.0,4.925291802605266,-6.304086028853774,4.925291802605267,-7.922144549932562,2.9968527473272952
2.3054621335509925e-05,3.5180649110462413e-06,2.3427313753443837e-05,0,7.999999999999998,307.0,4.814520185216387,-6.389084080378341,4.814520185216385,-7.940369213130577,3.1258490279141875
2.3354308974067896e-05,3.017476820277882e-06,2.3628214205654226e-05,0,8.0,306.0,4.702282018339785,-6.4721359549995805,4.702282018339786,-7.956175162946187,3.2538931446064034
2.3646882663874083e-05,2.515969576839111e-06,2.383714775928681e-05,0,8.0,305.0,4.5886114908083675,-6.553216354311935,4.5886114908083675,-7.969557584733965,3.3809460939255964
2.393225328414836e-05,2.01369594469449e-06,2.4054050771157153e-05,0,7.999999999999998,304.0,4.473543227765974,-6.632300580440331,4.473543227765975,-7.980512402078593,3.506969174312619
2.421033390823534e-05,1.5108089212580046e-06,2.4278857170506656e-05,0,7.999999999999998,303.0,4.3571122801202185,-6.70936454356339,4.3571122801202185,-7.989036278036591,3.631923997916372
2.4481039830083105e-05,1.0074616907885693e-06,2.451149847912833e-05,0,7.999999999999998,302.0,4.239354113865641,-6.784384769251405,4.239354113865639,-7.995126616152766,3.755772502287123
2.4744288590045472e-05,5.038075777286197e-07,2.475190383222591e-05,0,8.0,301.0,4.120304599280434,-6.857338405616899,4.120304599280435,-7.998781561251131,3.878476961970698
